CustomerID,Gender,Age,Country,TenureMonths,ContractType,PaymentMethod,InternetService,HasPhoneService,AddonStreaming,MonthlyCharges,TotalCharges,SupportTicketsLast6M,IsActiveAppUser,SatisfactionScore,Churn,ChurnReason
C0999,Female,34,Denmark,93,Month-to-month,Credit card,Fiber,Yes,No,53.73,4974.18,2,No,4,1,Other
C1000,Male,34,Finland,57,Month-to-month,Bank transfer,None,No,Yes,28.12,1594.38,1,Yes,5,0,
C1001,Male,66,Germany,108,Two year,Credit card,None,No,No,52.91,5739.18,1,Yes,5,0,
C1002,Female,50,Finland,26,Month-to-month,Direct debit,Fiber,Yes,Yes,102.76,2686.19,1,No,4,0,
C1003,Female,49,Finland,25,Two year,Electronic invoice,Mobile,Yes,Yes,55.02,1392.09,3,No,4,1,Competitor
C1004,Female,25,Finland,6,Month-to-month,Direct debit,DSL,No,Yes,45.52,253.43,1,Yes,4,1,Competitor
C1005,Female,36,Finland,41,Two year,Bank transfer,Fiber,Yes,Yes,105.8,4302.88,2,Yes,4,0,
C1006,Female,80,Finland,46,Two year,Credit card,Mobile,Yes,No,31.84,1456.06,0,No,5,0,
C1007,Female,55,Norway,52,One year,Electronic invoice,DSL,Yes,Yes,37.26,1890.97,0,No,5,1,Moving
C1008,Female,20,Germany,58,Month-to-month,Direct debit,DSL,Yes,No,37.49,2183.47,1,No,5,0,
C1009,Male,76,Denmark,37,Month-to-month,Direct debit,DSL,Yes,No,22.63,852.26,1,Yes,5,1,Other
C1010,Female,22,Finland,68,One year,Direct debit,Fiber,No,No,97.53,6616.33,3,Yes,4,0,
C1011,Male,30,Sweden,86,One year,Direct debit,Fiber,No,No,68.67,5917.26,0,Yes,5,0,
C1012,Other,64,Finland,91,Month-to-month,Bank transfer,Fiber,Yes,No,71.09,6480.72,0,Yes,5,0,
C1013,Female,63,Finland,97,Month-to-month,Direct debit,Fiber,No,Yes,95.98,9287.64,1,Yes,4,0,
C1014,Male,78,Norway,52,One year,Direct debit,Fiber,Yes,No,72.59,3766.68,2,Yes,4,0,
C1015,Female,48,Sweden,14,One year,Electronic invoice,Mobile,Yes,Yes,31.94,437.8,0,Yes,5,0,
C1016,Female,72,Finland,95,Month-to-month,Electronic invoice,DSL,Yes,No,41.01,3914.61,2,Yes,5,0,
C1017,Male,33,Finland,25,Month-to-month,Credit card,Mobile,Yes,No,47.11,1192.4,1,No,4,1,Moving
C1018,Female,67,Germany,47,Two year,Bank transfer,Fiber,Yes,No,36.86,1743.87,1,No,5,0,
C1019,Female,49,Finland,94,One year,Credit card,Mobile,Yes,Yes,63.86,5991.62,6,Yes,4,0,
C1020,Male,39,Sweden,18,One year,Credit card,Mobile,No,Yes,40.98,764.95,1,No,4,1,Moving
C1021,Female,46,Sweden,8,Month-to-month,Direct debit,Fiber,No,No,47.61,384.5,1,No,4,0,
C1022,Male,39,Finland,63,Month-to-month,Electronic invoice,DSL,No,No,41.27,2609.92,2,Yes,4,1,Competitor
C1023,Female,60,Finland,92,One year,Credit card,Fiber,Yes,Yes,78.28,7236.37,1,Yes,4,0,
C1024,Other,20,Sweden,53,One year,Bank transfer,None,Yes,No,38.99,2079.72,1,Yes,5,0,
C1025,Female,71,Denmark,50,Two year,Electronic invoice,Fiber,Yes,No,75.85,3790.1,0,Yes,4,0,
C1026,Male,27,Sweden,38,Two year,Electronic invoice,DSL,No,No,40.0,1510.04,2,Yes,4,0,
C1027,Female,59,Norway,3,Month-to-month,Bank transfer,DSL,Yes,No,45.25,101.07,3,Yes,4,1,Moving
C1028,Female,79,Germany,2,One year,Direct debit,None,Yes,Yes,32.21,33.09,0,Yes,5,0,
C1029,Male,38,Denmark,119,One year,Bank transfer,DSL,Yes,No,21.55,2581.57,1,Yes,5,0,
C1030,Female,33,Sweden,63,Two year,Credit card,DSL,No,No,25.48,1565.72,3,Yes,4,0,
C1031,Male,29,Sweden,28,Two year,Credit card,Fiber,Yes,Yes,79.62,2249.59,0,Yes,4,0,
C1032,Female,19,Norway,115,Month-to-month,Credit card,None,Yes,No,30.13,3481.02,4,Yes,4,1,Moving
C1033,Male,58,Norway,10,Month-to-month,Bank transfer,Fiber,Yes,Yes,71.0,692.7,1,Yes,4,0,
C1034,Male,41,Sweden,96,One year,Electronic invoice,Fiber,No,No,77.38,7432.11,0,Yes,5,1,Other
C1035,Male,52,Norway,101,Two year,Direct debit,Fiber,Yes,Yes,50.29,5090.81,3,No,4,0,
C1036,Female,73,Finland,57,One year,Bank transfer,DSL,No,No,21.39,1221.07,3,No,4,0,
C1037,Male,47,Sweden,74,Two year,Bank transfer,Mobile,No,No,21.22,1594.9,2,Yes,5,0,
C1038,Female,74,Finland,26,Two year,Credit card,Fiber,Yes,No,73.98,1895.64,2,No,4,1,Other
C1039,Male,47,Finland,96,Month-to-month,Direct debit,Fiber,Yes,Yes,62.41,6001.44,3,No,4,0,
C1040,Male,64,Finland,20,Month-to-month,Electronic invoice,Mobile,Yes,No,37.62,740.22,1,Yes,5,0,
C1041,Female,52,Norway,38,Two year,Credit card,None,Yes,No,34.43,1273.58,1,Yes,5,1,Moving
C1042,Female,36,Sweden,94,Month-to-month,Credit card,Fiber,Yes,Yes,80.05,7501.5,1,Yes,4,0,
C1043,Male,67,Finland,101,Two year,Direct debit,DSL,Yes,No,48.83,4921.34,1,Yes,5,0,
C1044,Female,25,Sweden,45,One year,Direct debit,Mobile,Yes,No,28.23,1270.82,2,Yes,5,0,
C1045,Female,43,Sweden,65,One year,Bank transfer,Fiber,Yes,No,58.66,3794.88,3,Yes,4,0,
C1046,Female,66,Finland,90,Month-to-month,Direct debit,Mobile,Yes,Yes,34.74,3116.48,1,No,5,0,
C1047,Male,57,Norway,35,Two year,Direct debit,Mobile,Yes,Yes,29.06,1009.18,0,Yes,5,0,
C1048,Male,24,Denmark,74,Month-to-month,Credit card,DSL,No,Yes,35.26,2591.65,0,Yes,5,1,Moving
C1049,Female,47,Denmark,110,Two year,Bank transfer,None,Yes,No,50.03,5491.97,2,Yes,5,0,
C1050,Male,24,Norway,81,One year,Bank transfer,Fiber,Yes,Yes,71.12,5772.18,1,No,4,1,Other
C1051,Female,20,Sweden,64,Two year,Electronic invoice,Fiber,No,No,90.12,5800.66,2,Yes,4,1,Competitor
C1052,Female,18,Finland,62,One year,Electronic invoice,DSL,Yes,Yes,35.68,2216.33,3,Yes,4,0,
C1053,Female,53,Finland,98,Month-to-month,Electronic invoice,Mobile,Yes,Yes,56.54,5543.55,0,Yes,5,1,Other
C1054,Female,42,Finland,34,Two year,Direct debit,Fiber,Yes,No,85.11,2892.13,3,Yes,4,0,
C1055,Other,54,Germany,30,Month-to-month,Direct debit,Fiber,No,No,47.4,1414.18,0,Yes,5,1,Other
C1056,Male,18,Finland,27,One year,Direct debit,Mobile,Yes,Yes,44.73,1219.23,1,No,4,0,
C1057,Female,32,Finland,102,Month-to-month,Electronic invoice,Fiber,No,No,66.47,6799.6,1,Yes,5,1,Other
C1058,Male,54,Germany,0,Month-to-month,Credit card,Fiber,No,No,73.02,0.0,1,Yes,4,0,
C1059,Male,30,Germany,24,Two year,Bank transfer,Mobile,Yes,No,25.8,639.97,4,Yes,4,0,
C1060,Female,57,Denmark,42,One year,Direct debit,Mobile,Yes,No,19.78,863.27,0,No,5,0,
C1061,Female,25,Finland,101,One year,Direct debit,Mobile,Yes,No,31.62,3173.47,2,Yes,5,0,
C1062,Other,22,Finland,83,Two year,Credit card,Mobile,Yes,Yes,39.29,3279.48,1,No,5,1,Other
C1063,Female,77,Sweden,66,Month-to-month,Direct debit,Fiber,Yes,No,83.07,5515.33,1,Yes,4,1,Other
C1064,Male,26,Finland,62,Two year,Direct debit,Fiber,Yes,No,73.57,4575.66,1,Yes,4,0,
C1065,Male,80,Finland,50,Month-to-month,Bank transfer,DSL,Yes,No,22.03,1097.98,4,No,4,1,Competitor
C1066,Female,18,Sweden,1,One year,Direct debit,Fiber,No,Yes,61.84,77.42,3,Yes,4,1,Other
C1067,Male,53,Germany,81,Two year,Bank transfer,Fiber,Yes,No,43.51,3508.06,1,Yes,5,1,Other
C1068,Male,52,Finland,107,Two year,Electronic invoice,Mobile,Yes,No,44.25,4728.5,1,Yes,5,0,
C1069,Male,19,Norway,63,Two year,Bank transfer,DSL,Yes,Yes,68.3,4288.25,3,Yes,4,0,
C1070,Male,80,Norway,73,One year,Direct debit,DSL,Yes,Yes,30.16,2174.74,1,Yes,5,0,
C1071,Male,57,Finland,68,One year,Credit card,DSL,No,No,37.61,2558.31,3,Yes,4,0,
C1072,Male,40,Norway,8,Month-to-month,Credit card,DSL,Yes,Yes,63.47,513.84,1,Yes,4,0,
C1073,Male,26,Finland,1,Month-to-month,Direct debit,Fiber,Yes,No,65.26,78.51,1,Yes,4,1,Competitor
C1074,Male,51,Finland,33,Two year,Bank transfer,DSL,Yes,Yes,42.69,1319.2,2,Yes,4,0,
C1075,Other,63,Denmark,59,Two year,Bank transfer,DSL,Yes,Yes,37.66,2225.59,0,Yes,5,1,Moving
C1076,Male,31,Finland,101,One year,Credit card,DSL,Yes,Yes,29.4,2970.98,0,No,5,0,
C1077,Male,21,Germany,60,Month-to-month,Electronic invoice,Mobile,Yes,Yes,25.42,1503.39,3,Yes,4,1,Competitor
C1078,Female,47,Finland,30,One year,Direct debit,Mobile,No,Yes,62.27,1859.21,0,No,5,1,Other
C1079,Male,48,Norway,9,One year,Credit card,DSL,No,No,42.84,400.65,3,Yes,4,0,
C1080,Female,55,Sweden,113,Month-to-month,Direct debit,Mobile,Yes,No,31.83,3598.74,3,Yes,5,1,Moving
C1081,Female,28,Finland,75,Month-to-month,Electronic invoice,Fiber,Yes,Yes,73.88,5540.64,3,No,4,1,Competitor
C1082,Male,52,Finland,35,Two year,Direct debit,DSL,Yes,No,48.59,1718.51,5,Yes,4,0,
C1083,Male,25,Norway,117,One year,Bank transfer,Fiber,Yes,No,69.74,8205.88,1,Yes,5,1,Moving
C1084,Female,20,Denmark,84,One year,Direct debit,DSL,Yes,No,29.11,2440.39,1,Yes,5,0,
C1085,Female,31,Denmark,48,One year,Credit card,Mobile,Yes,No,23.91,1152.62,4,Yes,4,0,
C1086,Male,77,Sweden,110,Two year,Bank transfer,DSL,Yes,No,49.16,5389.77,0,Yes,5,0,
C1087,Female,30,Denmark,69,Month-to-month,Credit card,None,Yes,No,27.22,1921.08,3,Yes,4,0,
C1088,Male,62,Norway,111,Two year,Direct debit,DSL,Yes,No,22.79,2518.89,0,Yes,5,0,
C1089,Other,49,Denmark,48,Month-to-month,Credit card,Fiber,Yes,Yes,58.14,2754.56,1,No,4,1,Competitor
C1090,Male,51,Sweden,2,One year,Electronic invoice,Mobile,Yes,No,19.42,51.28,3,Yes,4,0,
C1091,Female,62,Norway,73,One year,Bank transfer,DSL,Yes,Yes,64.3,4661.7,1,Yes,4,0,
C1092,Female,78,Denmark,4,Month-to-month,Credit card,Fiber,Yes,Yes,78.5,339.9,2,No,4,1,Competitor
C1093,Female,36,Sweden,109,Two year,Bank transfer,Fiber,No,No,40.0,4371.79,2,Yes,5,0,
C1094,Female,76,Denmark,89,Two year,Credit card,Fiber,Yes,No,44.36,3927.48,2,Yes,5,0,
C1095,Male,55,Norway,60,Month-to-month,Bank transfer,DSL,No,Yes,49.18,2964.21,1,No,5,0,
C1096,Male,33,Finland,84,Two year,Bank transfer,DSL,Yes,No,34.26,2871.16,1,Yes,5,0,
C1097,Male,19,Finland,108,Month-to-month,Credit card,Fiber,Yes,Yes,101.19,10937.06,2,No,4,1,Moving
C1098,Male,57,Sweden,89,Two year,Credit card,Fiber,Yes,Yes,58.83,5210.24,1,Yes,5,0,
C1099,Female,34,Sweden,101,Two year,Bank transfer,Fiber,Yes,No,71.11,7155.25,2,Yes,4,0,
C1100,Male,72,Denmark,107,One year,Credit card,DSL,No,No,58.52,6268.0,1,Yes,5,1,Moving
C1101,Male,51,Finland,25,Two year,Direct debit,Fiber,Yes,No,53.46,1374.18,1,Yes,4,0,
C1102,Other,59,Denmark,71,One year,Direct debit,Fiber,Yes,No,67.9,4808.0,1,No,4,0,
C1103,Female,77,Germany,4,Month-to-month,Direct debit,Fiber,Yes,No,78.13,298.1,1,No,4,1,Moving
C1104,Female,33,Finland,14,Two year,Bank transfer,Fiber,Yes,Yes,87.75,1221.73,2,No,4,0,
C1105,Other,55,Germany,15,One year,Direct debit,DSL,Yes,Yes,59.27,862.58,0,Yes,4,0,
C1106,Male,77,Germany,0,Month-to-month,Electronic invoice,DSL,Yes,No,47.94,11.06,1,No,4,0,
C1107,Male,19,Denmark,15,Month-to-month,Credit card,DSL,No,No,34.92,541.84,2,No,4,0,
C1108,Female,19,Denmark,36,One year,Credit card,Fiber,Yes,No,63.17,2283.76,1,Yes,4,0,
C1109,Female,43,Germany,2,One year,Credit card,DSL,Yes,Yes,36.16,68.92,2,No,4,0,
C1110,Male,30,Norway,51,Month-to-month,Credit card,Fiber,Yes,Yes,78.94,4005.44,2,No,4,1,Moving
C1111,Female,73,Finland,46,One year,Credit card,Fiber,No,No,50.97,2385.89,0,No,5,1,Other
C1112,Male,64,Denmark,94,One year,Direct debit,Fiber,No,Yes,63.11,5915.19,2,Yes,4,0,
C1113,Male,48,Norway,12,Month-to-month,Bank transfer,Fiber,Yes,Yes,99.9,1181.18,0,No,4,0,
C1114,Female,77,Norway,119,One year,Electronic invoice,DSL,Yes,Yes,45.35,5360.81,1,Yes,5,0,
C1115,Female,51,Finland,79,Month-to-month,Credit card,Fiber,Yes,Yes,50.13,3931.83,2,No,4,1,Competitor
C1116,Female,56,Denmark,54,Month-to-month,Bank transfer,Mobile,Yes,No,20.9,1135.59,2,Yes,5,1,Other
C1117,Male,20,Finland,106,Month-to-month,Electronic invoice,Fiber,No,No,56.73,6004.84,3,No,4,0,
C1118,Female,25,Germany,20,Two year,Electronic invoice,Mobile,Yes,Yes,39.68,776.32,0,Yes,5,0,
C1119,Male,40,Finland,65,Month-to-month,Bank transfer,Mobile,Yes,Yes,26.1,1680.54,0,Yes,5,0,
C1120,Male,31,Finland,53,Two year,Direct debit,Fiber,Yes,No,54.06,2854.9,2,Yes,4,0,
C1121,Female,73,Sweden,26,Two year,Electronic invoice,DSL,Yes,Yes,45.9,1180.11,1,Yes,4,0,
C1122,Female,79,Finland,37,Two year,Bank transfer,Fiber,No,No,61.22,2293.19,2,No,4,1,Competitor
C1123,Female,72,Norway,89,Two year,Credit card,DSL,Yes,No,24.71,2191.75,0,No,5,0,
C1124,Female,44,Germany,57,Month-to-month,Electronic invoice,Fiber,Yes,No,57.4,3274.72,1,Yes,4,1,Other
C1125,Female,71,Denmark,61,Month-to-month,Bank transfer,Mobile,No,No,29.97,1829.35,1,Yes,5,1,Other
C1126,Female,46,Finland,101,One year,Credit card,Mobile,Yes,Yes,23.84,2409.7,1,Yes,5,0,
C1127,Male,56,Finland,45,Month-to-month,Bank transfer,Fiber,Yes,No,79.28,3560.19,3,Yes,4,1,Competitor
C1128,Male,70,Denmark,88,Two year,Bank transfer,Fiber,Yes,Yes,87.96,7730.99,2,No,4,1,Other
C1129,Male,56,Germany,10,One year,Electronic invoice,Fiber,Yes,Yes,69.55,708.36,0,No,4,0,
C1130,Male,18,Sweden,71,Two year,Credit card,Mobile,Yes,Yes,30.8,2191.19,1,Yes,5,0,
C1131,Female,34,Sweden,7,Month-to-month,Electronic invoice,Mobile,Yes,No,37.8,249.43,0,Yes,5,1,Moving
C1132,Female,58,Finland,96,Two year,Bank transfer,None,Yes,Yes,51.65,4901.2,0,No,5,0,
C1133,Male,47,Germany,116,Month-to-month,Bank transfer,DSL,Yes,Yes,63.32,7332.98,1,Yes,5,1,Moving
C1134,Male,70,Norway,70,One year,Credit card,Fiber,Yes,No,45.75,3175.29,3,Yes,4,1,Other
C1135,Female,30,Finland,63,One year,Direct debit,DSL,Yes,No,44.73,2799.52,2,Yes,4,0,
C1136,Male,38,Finland,101,Two year,Electronic invoice,DSL,Yes,Yes,68.32,6873.88,2,Yes,4,0,
C1137,Female,36,Germany,20,Month-to-month,Bank transfer,Mobile,No,No,29.26,608.39,0,Yes,5,0,
C1138,Female,70,Finland,71,Two year,Credit card,None,Yes,Yes,30.7,2202.75,1,No,5,1,Other
C1139,Female,36,Finland,114,Two year,Direct debit,DSL,Yes,No,35.1,4016.56,1,Yes,5,0,
C1140,Female,74,Norway,117,Two year,Direct debit,DSL,No,Yes,30.54,3566.5,2,No,5,0,
C1141,Female,42,Finland,62,Month-to-month,Credit card,DSL,Yes,No,20.67,1268.22,2,Yes,5,1,Competitor
C1142,Male,39,Finland,84,Two year,Direct debit,Mobile,Yes,Yes,47.04,3921.47,2,No,5,0,
C1143,Female,48,Denmark,63,Two year,Direct debit,DSL,Yes,No,29.54,1879.31,4,Yes,4,1,Competitor
C1144,Female,34,Germany,119,Month-to-month,Bank transfer,DSL,Yes,Yes,26.28,3144.69,2,Yes,5,0,
C1145,Male,72,Denmark,19,Month-to-month,Bank transfer,DSL,Yes,Yes,62.37,1194.89,2,Yes,4,0,
C1146,Female,40,Germany,7,Month-to-month,Credit card,Fiber,No,Yes,87.66,591.45,4,No,3,1,Other
C1147,Female,49,Norway,57,Month-to-month,Direct debit,Mobile,Yes,Yes,31.31,1777.93,1,No,5,0,
C1148,Female,79,Denmark,45,One year,Direct debit,DSL,Yes,No,30.51,1370.56,1,No,5,1,Competitor
C1149,Female,27,Sweden,30,Two year,Bank transfer,Fiber,Yes,No,40.82,1189.26,1,Yes,5,0,
C1150,Female,27,Norway,113,One year,Bank transfer,DSL,Yes,No,27.78,3167.72,0,Yes,5,0,
C1151,Female,53,Germany,120,One year,Credit card,Fiber,No,No,89.14,10669.77,1,Yes,4,1,Moving
C1152,Female,25,Finland,92,Two year,Electronic invoice,Fiber,Yes,No,59.64,5471.29,1,Yes,5,1,Moving
C1153,Female,71,Sweden,111,Month-to-month,Bank transfer,DSL,Yes,No,42.47,4678.73,1,Yes,5,1,Moving
C1154,Female,69,Sweden,8,Two year,Bank transfer,DSL,Yes,Yes,28.6,224.73,2,No,4,0,
C1155,Female,37,Finland,14,One year,Bank transfer,Mobile,Yes,No,56.54,786.59,1,Yes,4,0,
C1156,Female,49,Finland,93,One year,Bank transfer,DSL,Yes,Yes,53.53,4997.89,0,No,5,0,
C1157,Male,67,Denmark,25,One year,Credit card,Fiber,Yes,No,84.07,2082.8,2,Yes,4,0,
C1158,Female,31,Germany,9,One year,Credit card,Fiber,No,No,68.55,595.24,6,Yes,3,0,
C1159,Female,67,Sweden,28,Month-to-month,Credit card,DSL,Yes,No,52.43,1469.64,1,Yes,4,0,
C1160,Male,45,Finland,117,Two year,Direct debit,Fiber,Yes,No,90.36,10530.61,2,Yes,4,0,
C1161,Female,63,Finland,79,Month-to-month,Credit card,Mobile,Yes,Yes,53.01,4214.42,2,No,4,1,Competitor
C1162,Male,69,Germany,35,Two year,Credit card,Fiber,Yes,No,34.69,1187.72,3,No,4,0,
C1163,Male,70,Sweden,83,One year,Direct debit,DSL,Yes,No,20.64,1749.46,1,No,5,1,Competitor
C1164,Female,41,Finland,108,Month-to-month,Credit card,Fiber,Yes,No,62.86,6773.04,1,No,5,0,
C1165,Male,32,Sweden,117,Two year,Direct debit,Fiber,Yes,No,46.21,5378.03,2,Yes,5,0,
C1166,Female,39,Finland,36,Month-to-month,Bank transfer,Fiber,Yes,No,84.12,3039.98,2,Yes,4,0,
C1167,Female,47,Sweden,85,Two year,Credit card,Fiber,Yes,No,74.38,6332.81,2,No,4,0,
C1168,Female,80,Germany,70,Two year,Bank transfer,DSL,No,No,41.04,2883.8,2,Yes,5,0,
C1169,Male,21,Norway,22,One year,Credit card,Fiber,Yes,No,46.74,1030.29,3,Yes,4,0,
C1170,Male,30,Norway,40,Month-to-month,Electronic invoice,Fiber,Yes,No,55.64,2270.39,2,Yes,4,1,Competitor
C1171,Female,76,Sweden,103,One year,Bank transfer,Fiber,Yes,No,39.04,3994.13,2,Yes,5,0,
C1172,Other,40,Denmark,92,Two year,Credit card,Fiber,Yes,No,71.46,6601.55,2,No,4,0,
C1173,Female,25,Norway,79,Two year,Credit card,DSL,Yes,No,49.61,3887.01,7,Yes,3,0,
C1174,Male,35,Finland,101,Month-to-month,Bank transfer,Fiber,Yes,Yes,65.85,6683.89,1,Yes,5,1,Competitor
C1175,Female,29,Norway,27,One year,Credit card,None,Yes,No,47.94,1301.43,3,Yes,4,0,
C1176,Female,72,Finland,47,One year,Credit card,Fiber,Yes,No,71.43,3388.4,2,Yes,4,0,
C1177,Female,48,Denmark,37,Month-to-month,Bank transfer,Fiber,Yes,Yes,88.68,3299.0,2,No,4,0,
C1178,Male,31,Sweden,30,One year,Electronic invoice,Fiber,Yes,Yes,72.23,2123.41,1,Yes,4,0,
C1179,Female,51,Germany,13,Month-to-month,Bank transfer,None,Yes,Yes,44.46,571.22,0,Yes,5,0,
C1180,Female,35,Finland,116,Two year,Direct debit,None,No,No,23.87,2743.86,2,Yes,5,0,
C1181,Other,73,Denmark,96,Two year,Electronic invoice,Fiber,Yes,Yes,58.66,5661.24,4,Yes,4,0,
C1182,Male,51,Norway,120,Two year,Credit card,DSL,No,No,40.28,4849.61,0,Yes,5,0,
C1183,Female,80,Denmark,72,One year,Electronic invoice,Mobile,No,No,47.74,3440.31,0,No,5,0,
C1184,Female,28,Finland,120,Month-to-month,Direct debit,Fiber,No,No,64.6,7743.75,1,Yes,5,0,
C1185,Male,58,Sweden,90,Two year,Bank transfer,Fiber,Yes,Yes,62.1,5597.47,1,Yes,5,0,
C1186,Female,29,Denmark,87,Two year,Electronic invoice,Mobile,No,No,37.75,3265.09,0,No,5,0,
C1187,Female,66,Finland,76,Two year,Credit card,Fiber,Yes,No,64.79,4929.67,0,No,5,0,
C1188,Male,32,Finland,89,Two year,Credit card,DSL,Yes,Yes,45.77,4071.06,2,Yes,5,0,
C1189,Male,74,Norway,28,One year,Direct debit,Mobile,Yes,No,44.11,1218.74,3,Yes,4,0,
C1190,Female,48,Sweden,50,Two year,Bank transfer,Fiber,Yes,No,70.46,3536.91,0,Yes,5,0,
C1191,Male,66,Finland,48,One year,Bank transfer,Fiber,Yes,No,71.81,3484.6,4,Yes,4,1,Other
C1192,Female,75,Finland,42,One year,Credit card,DSL,Yes,No,46.27,1914.77,2,Yes,4,0,
C1193,Male,46,Finland,91,Two year,Direct debit,Fiber,Yes,Yes,77.3,7053.19,2,Yes,4,1,Other
C1194,Female,43,Denmark,91,Month-to-month,Direct debit,DSL,Yes,Yes,53.49,4851.44,1,Yes,5,1,Other
C1195,Male,35,Norway,71,Month-to-month,Direct debit,Fiber,Yes,Yes,49.52,3527.6,2,No,4,0,
C1196,Female,49,Denmark,86,One year,Electronic invoice,Fiber,Yes,No,46.67,4001.28,1,No,5,0,
C1197,Other,39,Germany,92,One year,Bank transfer,Mobile,No,No,58.39,5365.89,2,Yes,4,1,Other
C1198,Other,55,Sweden,4,One year,Credit card,Fiber,Yes,No,43.6,170.38,1,Yes,4,0,
C1199,Female,34,Finland,41,Month-to-month,Direct debit,Mobile,Yes,Yes,47.46,1973.09,1,Yes,5,1,Moving
C1200,Male,40,Finland,6,Month-to-month,Direct debit,Mobile,No,No,48.23,287.54,1,Yes,4,1,Competitor
C1201,Female,41,Finland,41,Month-to-month,Credit card,Fiber,Yes,No,60.39,2469.21,0,Yes,5,1,Moving
C1202,Male,67,Germany,35,Month-to-month,Credit card,DSL,Yes,Yes,45.5,1590.84,2,No,4,1,Competitor
C1203,Male,25,Sweden,104,Month-to-month,Electronic invoice,Mobile,No,No,22.7,2398.72,0,Yes,5,1,Other
C1204,Male,58,Finland,26,Two year,Electronic invoice,Fiber,No,No,57.11,1496.06,1,Yes,4,0,
C1205,Female,23,Sweden,57,One year,Direct debit,DSL,Yes,Yes,34.33,1944.6,0,Yes,5,0,
C1206,Female,22,Norway,45,Two year,Credit card,DSL,Yes,Yes,64.84,2947.76,3,No,4,0,
C1207,Female,61,Norway,65,Two year,Electronic invoice,Mobile,No,Yes,57.05,3711.86,2,No,4,0,
C1208,Male,74,Finland,24,Two year,Electronic invoice,DSL,Yes,Yes,57.21,1355.78,1,No,4,0,
C1209,Male,46,Germany,72,Month-to-month,Bank transfer,DSL,Yes,No,37.44,2703.55,4,Yes,4,0,
C1210,Other,45,Sweden,116,Month-to-month,Electronic invoice,Fiber,Yes,Yes,53.97,6257.52,1,No,5,0,
C1211,Male,28,Finland,26,Two year,Electronic invoice,Mobile,Yes,Yes,39.03,947.14,0,No,5,0,
C1212,Male,74,Germany,0,Month-to-month,Electronic invoice,Fiber,Yes,No,57.54,6.61,2,Yes,4,0,
C1213,Male,18,Finland,86,Two year,Electronic invoice,DSL,No,Yes,46.18,3949.97,1,Yes,5,1,Moving
C1214,Female,60,Germany,73,Two year,Direct debit,DSL,Yes,No,38.44,2780.67,1,No,5,0,
C1215,Female,36,Germany,41,Two year,Direct debit,Fiber,Yes,No,71.53,2893.87,1,No,4,0,
C1216,Male,26,Denmark,51,Two year,Bank transfer,DSL,Yes,No,39.84,2034.4,0,No,5,0,
C1217,Male,44,Denmark,24,One year,Direct debit,Fiber,Yes,No,93.2,2233.85,3,Yes,4,0,
C1218,Female,51,Finland,53,One year,Direct debit,DSL,Yes,Yes,42.94,2294.8,3,No,4,0,
C1219,Female,61,Germany,66,Two year,Electronic invoice,Mobile,No,No,41.24,2705.89,0,Yes,5,1,Competitor
C1220,Male,21,Sweden,5,Month-to-month,Bank transfer,Fiber,No,Yes,63.38,307.27,3,Yes,4,1,Other
C1221,Female,53,Denmark,57,Month-to-month,Direct debit,DSL,Yes,No,38.66,2243.21,3,No,4,0,
C1222,Male,35,Germany,69,Two year,Bank transfer,Mobile,Yes,No,22.14,1488.16,0,No,5,0,
C1223,Male,32,Germany,52,One year,Direct debit,DSL,Yes,Yes,55.02,2885.36,1,No,4,0,
C1224,Female,68,Denmark,65,Two year,Direct debit,Fiber,No,No,43.1,2785.9,1,No,5,0,
C1225,Male,30,Finland,57,Two year,Credit card,Mobile,Yes,Yes,25.96,1542.01,1,No,5,1,Competitor
C1226,Female,36,Germany,81,One year,Bank transfer,Fiber,No,No,88.35,7170.79,3,Yes,4,1,Competitor
C1227,Male,66,Norway,86,Two year,Credit card,Fiber,Yes,Yes,48.09,4123.18,3,No,4,1,Other
C1228,Male,23,Germany,1,One year,Credit card,Fiber,Yes,No,65.52,37.64,0,No,4,1,Moving
C1229,Other,65,Norway,75,Two year,Direct debit,DSL,Yes,Yes,50.17,3770.93,3,Yes,4,0,
C1230,Male,73,Finland,21,Month-to-month,Credit card,DSL,Yes,No,37.3,745.1,0,Yes,5,0,
C1231,Female,29,Sweden,36,One year,Bank transfer,Mobile,No,No,41.5,1507.77,1,Yes,5,0,
C1232,Male,68,Norway,19,One year,Credit card,Fiber,Yes,No,72.6,1351.53,3,No,4,0,
C1233,Male,54,Denmark,102,Month-to-month,Credit card,DSL,Yes,Yes,41.36,4199.32,3,No,4,1,Competitor
C1234,Male,34,Finland,23,Month-to-month,Direct debit,DSL,Yes,No,22.07,451.56,2,No,5,1,Other
C1235,Female,75,Norway,111,Two year,Bank transfer,Mobile,Yes,Yes,56.0,6218.6,1,Yes,5,1,Competitor
C1236,Male,40,Finland,83,One year,Electronic invoice,None,Yes,No,34.1,2835.89,2,No,5,0,
C1237,Female,43,Denmark,64,One year,Bank transfer,Fiber,Yes,Yes,82.09,5254.33,2,No,4,0,
C1238,Male,46,Sweden,64,Month-to-month,Credit card,Mobile,Yes,Yes,43.41,2743.79,1,Yes,5,0,
C1239,Other,50,Finland,80,One year,Bank transfer,Mobile,Yes,No,40.84,3295.89,2,No,5,1,Competitor
